aX,aY,aZ,gX,gY,gZ
1.085,-0.306,-0.049,9.583,-57.922,64.148
0.967,-0.263,-0.027,14.343,-78.918,62.134
0.873,-0.227,-0.046,16.907,-91.858,60.852
0.818,-0.196,-0.095,17.700,-93.994,58.899
0.799,-0.176,-0.150,16.174,-85.571,54.688
0.806,-0.160,-0.213,9.583,-68.420,45.288
0.785,-0.089,-0.279,-4.333,-47.058,29.968
0.726,0.022,-0.338,-21.851,-24.170,10.925
0.711,0.166,-0.349,-37.170,-0.610,-6.042
0.739,0.284,-0.292,-46.509,15.076,-17.212
0.747,0.366,-0.192,-53.101,10.620,-18.616
0.714,0.421,-0.097,-61.707,-13.123,-10.071
0.615,0.449,-0.047,-71.899,-47.913,3.479
0.456,0.491,-0.080,-81.787,-77.271,17.029
0.229,0.613,-0.107,-94.849,-85.632,28.809
0.120,0.727,-0.125,-109.497,-69.641,35.400
0.312,1.068,-0.218,-118.408,-30.273,35.583
0.329,0.938,-0.049,-119.507,41.870,65.979
0.477,0.984,0.099,-117.554,87.280,74.768
0.744,1.172,-0.025,-118.103,100.525,79.041
0.954,1.346,-0.098,-108.215,106.323,93.506
1.175,1.461,-0.010,-93.628,102.844,113.647
1.375,1.496,0.106,-84.412,79.895,126.831
1.541,1.506,0.214,-77.148,46.875,129.883
1.708,1.510,0.361,-65.796,17.517,125.854
1.682,1.380,0.382,-45.959,-5.310,112.671
1.740,1.309,0.452,-31.677,-15.808,90.942
1.679,1.194,0.539,-9.644,-28.992,64.453
1.504,1.128,0.502,10.742,-43.945,36.682
1.355,1.081,0.485,25.452,-54.443,10.559
1.207,0.966,0.427,44.434,-58.533,-14.282
1.046,0.885,0.330,58.289,-51.453,-34.729
0.919,0.828,0.269,64.453,-36.926,-47.119
0.857,0.762,0.225,70.496,-21.606,-52.673
0.867,0.717,0.214,73.975,-8.728,-54.810
0.816,0.795,0.185,76.538,-5.432,-56.885
0.780,0.827,0.094,77.820,-9.827,-55.054
0.827,0.737,0.102,80.872,-12.085,-50.476
0.831,0.705,0.062,80.322,-15.625,-49.194
0.852,0.688,0.033,77.087,-19.409,-46.692
0.897,0.675,0.073,74.036,-25.757,-39.978
0.938,0.703,0.131,72.144,-37.659,-30.762
0.964,0.747,0.157,73.059,-53.528,-18.250
0.959,0.730,0.157,78.674,-69.153,-4.395
0.926,0.674,0.124,87.097,-78.857,6.836
0.870,0.626,0.077,92.102,-77.271,14.038
0.852,0.570,0.057,93.201,-64.209,17.822
0.872,0.511,0.066,87.952,-45.105,20.630
0.885,0.486,0.074,74.768,-23.865,16.602
0.906,0.478,0.081,62.073,0.183,2.869
0.964,0.417,0.091,52.673,25.269,-11.780
0.997,0.367,0.094,44.617,45.166,-26.550
0.985,0.364,0.100,34.729,55.054,-38.513
0.970,0.390,0.125,22.949,56.702,-43.396
0.966,0.393,0.194,13.489,51.208,-41.504
0.959,0.353,0.238,14.038,38.330,-37.292
0.949,0.301,0.218,18.677,20.874,-33.020
0.918,0.236,0.151,25.208,6.165,-26.001
0.903,0.112,0.072,34.912,2.808,-19.531
0.890,-0.019,0.004,43.396,9.399,-18.982
0.867,-0.098,-0.052,45.837,20.935,-25.513
0.827,-0.099,-0.086,43.823,35.522,-33.691
0.841,-0.120,-0.076,43.518,55.176,-41.199
0.847,-0.135,-0.039,32.166,63.599,-45.532
0.839,-0.089,0.030,15.686,58.533,-47.424
0.807,-0.059,0.064,4.456,51.086,-54.688
0.789,-0.045,0.081,1.526,46.082,-63.843
0.782,-0.065,0.127,4.944,43.884,-65.613
0.803,-0.194,0.158,12.695,42.236,-58.472
0.840,-0.332,0.139,20.752,35.461,-51.880
0.863,-0.381,0.071,21.729,25.818,-47.729
0.861,-0.457,0.015,18.188,17.761,-39.063
0.814,-0.484,-0.025,16.541,14.893,-33.081
0.803,-0.490,-0.072,20.691,22.583,-29.724
0.822,-0.482,-0.067,23.315,42.175,-28.687
0.813,-0.455,-0.050,12.390,46.326,-34.790
0.812,-0.389,-0.095,-0.732,38.635,-41.687
0.799,-0.314,-0.095,-11.230,35.034,-47.729
0.805,-0.298,-0.096,-20.020,33.386,-50.476
0.857,-0.345,-0.052,-21.851,29.053,-50.110
0.927,-0.425,0.001,-18.005,19.287,-47.607
0.935,-0.499,0.024,-14.160,3.296,-44.312
0.923,-0.539,0.018,-11.597,-12.695,-36.560
0.939,-0.571,-0.020,-12.695,-23.560,-26.001
0.953,-0.563,-0.098,-15.076,-28.076,-16.479
0.963,-0.489,-0.147,-20.386,-27.405,-13.306
0.937,-0.358,-0.136,-26.489,-21.423,-14.954
1.022,-0.265,-0.160,-29.846,-16.602,-13.733
1.120,-0.240,-0.156,-31.433,-13.306,-11.841
1.151,-0.204,-0.144,-30.334,-9.338,-12.634
1.186,-0.181,-0.113,-27.344,-7.385,-13.733
1.219,-0.218,-0.096,-19.897,-12.695,-13.367

0.989,-0.193,0.077,-8.545,33.630,3.906
0.997,-0.156,-0.003,-6.226,36.804,9.888
1.048,-0.280,0.068,3.174,38.452,19.165
1.074,-0.320,0.023,4.211,34.790,25.391
1.120,-0.435,0.052,11.475,32.349,30.457
1.152,-0.522,-0.000,14.404,25.696,33.691
1.146,-0.592,-0.087,11.719,14.038,32.715
1.122,-0.685,-0.126,8.606,8.362,28.198
1.110,-0.758,-0.145,4.089,9.033,20.752
1.082,-0.823,-0.160,-2.075,11.963,13.733
1.050,-0.841,-0.155,-8.728,18.921,8.972
1.001,-0.908,-0.118,-16.602,31.555,9.277
0.987,-0.874,-0.121,-24.719,49.500,9.766
1.030,-0.879,-0.154,-29.358,69.031,10.193
1.097,-0.880,-0.142,-31.372,80.994,13.123
1.139,-0.899,-0.070,-32.104,77.393,18.250
1.139,-0.957,-0.040,-28.442,59.875,26.489
1.013,-0.946,0.004,-31.982,39.490,29.480
0.991,-0.834,-0.120,-33.203,19.958,30.029
0.955,-0.841,-0.117,-28.687,9.460,36.743
0.897,-0.723,-0.150,-33.264,4.028,41.504
0.804,-0.586,-0.191,-31.494,-0.061,43.091
0.772,-0.494,-0.222,-29.114,1.282,48.096
0.809,-0.390,-0.227,-28.259,3.235,54.932
0.882,-0.246,-0.202,-22.217,-0.549,54.443
0.867,-0.052,-0.143,-15.198,-13.306,46.936
0.749,0.135,-0.076,-8.301,-35.645,42.236
0.614,0.210,-0.030,-4.150,-61.707,45.166
0.393,0.252,-0.036,-6.836,-82.886,52.307
0.173,0.361,-0.035,-21.973,-84.106,62.622
0.124,0.549,-0.020,-38.269,-58.655,72.388
0.226,0.758,-0.013,-51.941,-16.907,76.355
0.431,0.884,-0.078,-67.139,26.550,69.946
0.630,0.967,-0.189,-77.393,61.462,51.208
0.637,0.974,-0.066,-80.200,83.496,29.602
0.864,1.334,-0.337,-77.637,84.290,15.320
0.974,1.444,0.084,-67.871,80.383,34.180
0.994,1.198,0.343,-52.185,35.583,68.237
1.077,1.177,0.162,-43.396,-35.339,81.970
1.022,1.273,-0.048,-59.265,-67.566,96.130
1.042,1.313,-0.065,-68.298,-53.406,112.427
1.246,1.280,0.106,-56.763,-24.048,117.737
1.475,1.220,0.283,-45.227,-10.742,107.605
1.552,1.158,0.375,-39.246,-19.165,80.872
1.505,1.134,0.444,-32.043,-35.034,46.021
1.391,1.107,0.522,-22.095,-45.410,14.709
1.237,1.016,0.579,-4.700,-47.913,-5.737
1.085,0.889,0.565,12.695,-48.340,-17.578
0.934,0.780,0.492,25.513,-46.143,-23.926
0.783,0.688,0.357,36.926,-39.246,-26.245
0.728,0.677,0.302,46.204,-24.109,-27.344
0.773,0.720,0.304,58.777,-9.155,-25.940
0.770,0.518,0.095,70.374,-5.127,-20.203
0.788,0.613,-0.039,64.819,7.568,-20.569
0.853,0.671,-0.094,61.584,18.494,-18.555
0.961,0.647,-0.109,54.810,24.414,-13.550
1.007,0.659,-0.110,44.556,25.024,-13.062
1.034,0.701,-0.106,34.851,21.729,-15.869
1.088,0.743,-0.060,27.893,16.785,-22.522
1.110,0.749,0.013,23.560,7.812,-32.043
1.080,0.748,0.048,23.315,-5.859,-40.344
1.051,0.730,0.075,24.170,-19.653,-44.495
1.019,0.682,0.116,23.376,-28.564,-41.443
0.995,0.659,0.162,23.193,-31.982,-36.255
0.906,0.635,0.154,25.879,-32.776,-33.325
0.886,0.723,0.142,27.466,-29.297,-29.785
0.899,0.740,0.154,29.663,-21.973,-23.010
0.864,0.700,0.179,33.081,-18.005,-17.212
0.837,0.633,0.165,35.583,-19.104,-14.709
0.848,0.527,0.122,36.316,-21.912,-11.841
0.876,0.441,0.115,31.921,-22.034,-7.874
0.875,0.379,0.106,25.330,-16.968,-5.920
0.897,0.328,0.067,20.630,-7.812,-7.019
0.927,0.280,0.057,21.423,3.601,-11.169
0.946,0.279,0.102,22.583,13.916,-18.066
0.970,0.264,0.135,22.644,16.846,-25.635
0.946,0.291,0.116,21.851,10.925,-31.982
0.895,0.322,0.094,21.484,2.869,-37.842
0.855,0.326,0.080,26.489,-4.700,-41.016
0.864,0.287,0.076,36.072,-12.573,-40.222
0.902,0.213,0.100,46.326,-18.616,-35.889
0.926,0.114,0.140,56.580,-26.428,-27.954
0.851,-0.036,0.104,67.017,-34.729,-20.081
0.767,-0.234,0.016,76.050,-32.532,-18.799
0.776,-0.266,0.052,70.862,-14.954,-24.841
0.752,-0.344,-0.054,46.509,-2.197,-25.818
0.726,-0.312,-0.186,13.611,10.803,-26.672
0.799,-0.202,-0.173,-14.954,25.574,-27.039
0.887,-0.044,-0.050,-29.114,31.616,-28.931
0.916,0.083,0.088,-25.208,22.827,-33.936
0.906,0.057,0.221,-8.362,5.493,-34.973
0.859,-0.076,0.257,12.207,-12.573,-31.860
0.827,-0.293,0.246,28.748,-24.170,-27.222
0.783,-0.458,0.179,33.264,-26.123,-22.583
0.757,-0.538,0.121,28.320,-15.991,-19.104
0.797,-0.575,0.083,17.944,0.305,-16.968
0.848,-0.567,0.019,4.456,17.212,-15.625
0.929,-0.516,-0.042,-10.376,30.945,-15.259
1.044,-0.451,-0.057,-25.330,39.734,-17.395
1.136,-0.383,-0.031,-33.325,42.786,-22.949
1.209,-0.348,0.010,-31.311,38.208,-30.884
1.235,-0.373,0.048,-22.339,27.405,-36.743
1.203,-0.395,0.060,-13.672,14.465,-37.537
1.158,-0.419,0.085,-6.042,4.639,-35.889
1.087,-0.414,0.079,0.977,1.099,-32.410
1.055,-0.488,0.046,9.521,4.456,-26.917
1.040,-0.560,0.001,13.245,10.986,-19.409
1.050,-0.535,-0.035,8.118,15.503,-12.512
1.101,-0.487,-0.051,2.075,18.250,-8.972
1.132,-0.443,-0.067,-2.197,18.433,-8.545
1.125,-0.374,-0.090,-6.775,15.686,-12.085
1.135,-0.312,-0.079,-9.277,14.099,-17.517
1.158,-0.269,-0.036,-8.057,12.390,-23.437
1.135,-0.213,0.009,-5.432,8.362,-27.283
1.098,-0.174,0.059,-0.977,1.831,-29.053
1.073,-0.161,0.108,4.944,-3.540,-27.710
0.999,-0.164,0.087,11.353,-6.958,-24.780
0.950,-0.189,0.055,14.587,-9.277,-19.592
0.945,-0.214,0.041,13.367,-8.911,-11.475

0.933,-0.279,0.027,2.075,19.104,24.658
0.966,-0.401,-0.033,10.010,23.132,31.006
0.921,-0.436,-0.008,3.845,24.963,36.316
0.952,-0.494,-0.028,-1.343,22.034,42.969
0.996,-0.537,-0.072,-2.930,18.188,49.133
1.050,-0.594,-0.092,-3.601,16.846,50.598
1.111,-0.639,-0.108,-3.479,18.127,45.288
1.162,-0.666,-0.141,-5.127,18.250,34.424
1.204,-0.685,-0.151,-9.888,16.357,22.644
1.180,-0.703,-0.178,-15.564,14.343,12.024
1.153,-0.737,-0.155,-19.531,12.878,1.587
1.137,-0.732,-0.158,-22.705,9.033,-9.216
1.103,-0.685,-0.174,-22.339,7.935,-20.874
1.061,-0.742,-0.172,-17.822,14.038,-31.067
1.071,-0.731,-0.160,-14.893,24.292,-39.612
1.038,-0.686,-0.133,-18.005,30.029,-40.283
1.083,-0.677,-0.127,-20.203,31.738,-33.325
1.045,-0.652,-0.116,-25.269,31.677,-26.001
0.984,-0.668,0.002,-35.095,32.776,-18.311
1.009,-0.615,-0.113,-46.814,33.020,-10.864
0.948,-0.569,-0.088,-44.250,29.175,-0.732
0.915,-0.530,-0.102,-44.800,24.048,13.062
0.927,-0.440,-0.075,-38.818,12.390,25.269
0.942,-0.384,-0.077,-30.090,-4.272,37.964
0.917,-0.339,-0.123,-22.644,-18.005,50.659
0.891,-0.291,-0.140,-13.855,-32.227,57.556
0.844,-0.172,-0.149,-9.094,-48.462,56.580
0.749,-0.007,-0.175,-5.005,-61.401,49.561
0.658,0.139,-0.132,1.160,-67.566,43.884
0.594,0.237,-0.054,4.883,-70.984,47.546
0.547,0.331,0.028,0.366,-74.341,58.289
0.504,0.457,0.099,-12.939,-72.632,67.505
0.504,0.573,0.135,-28.870,-60.059,70.190
0.541,0.706,0.138,-41.321,-37.720,66.467
0.567,0.799,0.079,-48.584,-11.230,57.068
0.585,0.875,-0.013,-51.086,15.747,47.546
0.555,0.753,0.074,-50.476,39.917,43.213
0.700,1.116,-0.251,-47.974,54.138,43.457
0.748,1.130,0.007,-44.922,73.792,73.364
0.880,1.049,0.108,-44.434,59.204,100.098
1.025,1.150,0.020,-44.067,22.278,101.440
1.021,1.290,-0.008,-44.495,-6.958,100.952
1.057,1.287,0.085,-49.072,-22.705,103.149
1.151,1.198,0.163,-53.589,-32.043,97.595
1.196,1.119,0.230,-56.274,-37.842,82.336
1.210,1.063,0.283,-59.326,-34.912,62.439
1.235,1.051,0.379,-56.885,-24.353,44.128
1.298,1.046,0.505,-47.913,-13.245,29.114
1.351,1.036,0.598,-33.936,-7.202,17.151
1.329,0.981,0.638,-12.451,-10.925,6.348
1.238,0.913,0.614,9.399,-21.545,-2.136
1.132,0.878,0.529,25.940,-32.776,-7.507
1.053,0.836,0.440,36.377,-38.330,-13.245
1.005,0.806,0.348,43.274,-35.645,-20.325
0.950,0.794,0.272,45.166,-25.391,-27.710
0.931,0.788,0.287,43.701,-11.230,-33.813
0.937,0.780,0.285,41.931,-3.601,-35.889
0.916,0.762,0.264,41.870,-1.221,-37.170
0.886,0.750,0.232,42.847,1.526,-39.246
0.872,0.743,0.212,41.931,7.019,-39.673
0.880,0.722,0.214,42.175,13.916,-38.879
0.893,0.724,0.207,43.152,18.372,-37.231
0.933,0.719,0.197,44.495,20.020,-33.630
0.971,0.681,0.187,44.312,17.517,-26.367
0.966,0.631,0.158,43.030,9.827,-19.104
0.960,0.593,0.102,40.039,0.183,-14.954
0.939,0.583,0.048,33.386,-5.432,-11.780
0.900,0.590,0.047,24.658,-9.033,-7.935
0.885,0.611,0.068,18.250,-13.794,-5.737
0.902,0.611,0.119,18.005,-19.226,-6.226
0.876,0.681,0.153,24.353,-22.400,-7.080
0.889,0.649,0.259,40.283,-21.973,-6.531
0.918,0.524,0.297,64.087,-18.494,-3.357
0.907,0.401,0.240,85.999,-16.724,0.427
0.857,0.286,0.151,90.576,-16.541,4.517
0.807,0.180,0.056,80.383,-13.000,7.263
0.793,0.138,-0.029,63.660,-3.296,7.812
0.818,0.160,-0.039,43.518,9.827,4.944
0.844,0.251,-0.011,27.893,19.287,-3.662
0.840,0.380,0.019,21.790,20.081,-12.939
0.911,0.411,0.101,26.245,13.184,-16.052
0.994,0.290,0.207,38.696,-0.305,-11.536
0.995,0.025,0.132,48.584,-19.287,-6.104
0.933,-0.101,0.035,51.025,-26.184,-12.695
0.888,-0.212,-0.015,45.959,-11.292,-23.376
0.831,-0.347,-0.090,33.325,5.798,-31.433
0.825,-0.361,-0.143,14.893,30.334,-44.434
0.823,-0.291,-0.099,-4.333,55.481,-52.795
0.858,-0.209,-0.022,-22.827,67.261,-56.519
0.885,-0.138,0.002,-35.034,66.406,-59.021
0.890,-0.056,0.052,-36.743,58.228,-58.472
0.889,-0.035,0.119,-29.297,42.603,-52.856
0.889,-0.101,0.140,-17.090,24.963,-42.908
0.923,-0.266,0.096,-2.808,15.503,-32.043
0.947,-0.412,0.048,5.127,16.113,-26.184
0.932,-0.505,-0.037,2.319,20.203,-25.146
0.923,-0.540,-0.084,-6.042,27.100,-26.428
0.906,-0.515,-0.103,-17.456,34.119,-28.076
0.888,-0.459,-0.099,-33.569,42.664,-28.748
0.927,-0.433,-0.095,-48.279,51.819,-28.992
0.980,-0.370,-0.081,-56.274,60.547,-32.837
1.019,-0.313,-0.060,-60.059,64.392,-38.025
1.078,-0.315,-0.027,-63.354,59.204,-40.222
1.102,-0.348,0.003,-61.401,49.927,-41.016
1.094,-0.399,0.018,-52.979,39.978,-42.847
1.059,-0.450,0.013,-41.077,30.579,-44.434
1.010,-0.499,-0.051,-29.663,21.423,-44.312
0.958,-0.495,-0.090,-24.170,15.198,-40.161
0.941,-0.491,-0.124,-25.024,10.376,-31.006
0.946,-0.471,-0.150,-33.203,7.080,-19.348
0.970,-0.411,-0.163,-43.823,5.676,-10.254
0.993,-0.318,-0.145,-50.415,8.057,-5.859
1.049,-0.175,-0.106,-50.659,13.062,-6.104
1.215,-0.125,0.019,-38.635,17.578,-10.132
1.237,-0.057,0.023,-18.188,11.414,-17.700
1.199,-0.066,-0.027,6.958,-2.747,-25.024
1.142,-0.126,-0.046,30.518,-17.578,-26.672
1.065,-0.180,-0.108,41.016,-29.663,-25.085
0.985,-0.219,-0.136,41.382,-35.706,-22.644

0.852,-0.187,0.116,1.465,47.119,19.531
0.989,-0.394,0.022,6.592,56.030,26.123
1.075,-0.369,-0.046,13.550,63.477,25.818
1.222,-0.462,-0.080,14.404,59.143,18.799
1.281,-0.447,-0.115,14.954,45.654,10.193
1.283,-0.563,-0.134,13.550,26.001,0.183
1.258,-0.587,-0.166,9.766,7.446,-14.954
1.212,-0.663,-0.206,7.568,-2.380,-33.386
1.162,-0.741,-0.214,4.883,-5.188,-48.523
1.020,-0.766,-0.286,-4.761,-7.202,-61.951
0.979,-0.740,-0.214,-15.076,2.563,-69.031
0.982,-0.774,-0.139,-20.874,16.052,-69.336
1.007,-0.711,-0.102,-19.348,22.705,-70.068
1.017,-0.668,-0.092,-13.428,17.700,-64.941
0.996,-0.596,-0.117,-7.935,2.197,-54.810
0.976,-0.582,-0.096,-3.601,-14.771,-41.870
0.938,-0.582,-0.115,0.549,-30.029,-29.602
0.887,-0.576,-0.152,2.197,-38.269,-19.714
0.837,-0.554,-0.197,0.610,-34.790,-9.460
0.876,-0.637,0.006,-6.531,-21.973,2.136
0.857,-0.630,-0.158,-14.954,-11.841,12.390
0.827,-0.677,-0.132,-19.226,-5.493,31.189
0.814,-0.684,-0.138,-29.419,-2.808,52.063
0.849,-0.667,-0.115,-41.992,-3.784,65.918
0.905,-0.577,-0.069,-46.265,-9.094,68.542
0.914,-0.321,-0.047,-39.856,-26.184,64.636
0.922,-0.078,0.019,-33.203,-49.316,71.777
0.947,0.004,0.107,-19.958,-73.914,88.745
0.899,0.024,0.166,-1.038,-101.807,100.159
0.726,0.024,0.136,11.353,-123.779,102.356
0.505,-0.052,0.062,3.296,-122.253,99.731
0.400,-0.090,0.045,-26.855,-85.876,89.417
0.424,0.034,0.011,-64.392,-24.170,69.946
0.513,0.275,-0.000,-91.064,39.124,47.791
0.650,0.515,-0.009,-98.083,85.205,30.945
0.769,0.698,-0.035,-88.013,104.065,23.987
0.750,0.824,-0.039,-68.481,94.116,28.687
0.766,1.060,-0.199,-51.758,58.472,36.621
0.717,1.203,-0.078,-40.466,30.212,62.195
0.626,1.023,0.097,-39.307,11.536,100.464
0.700,1.093,0.011,-42.053,-16.968,108.459
0.750,1.226,-0.114,-43.579,-25.452,102.783
0.806,1.281,-0.097,-38.025,-6.714,95.154
0.909,1.222,-0.079,-31.311,18.616,83.984
1.057,1.167,-0.010,-30.090,37.903,71.716
1.215,1.132,0.040,-27.710,44.434,59.631
1.344,1.120,0.092,-23.010,34.973,49.988
1.436,1.078,0.185,-17.029,10.254,44.983
1.455,0.999,0.264,-9.521,-23.743,40.710
1.387,0.946,0.304,-4.089,-55.664,34.912
1.286,0.928,0.339,-0.488,-73.120,27.344
1.190,0.917,0.380,2.441,-72.449,16.724
1.109,0.912,0.389,5.737,-58.777,2.441
1.062,0.910,0.358,10.620,-37.964,-14.282
1.047,0.901,0.324,17.029,-15.991,-31.311
1.037,0.937,0.321,23.376,-1.953,-43.274
1.007,0.911,0.214,30.945,-1.587,-46.448
1.003,0.838,0.151,39.795,-5.737,-41.138
1.000,0.801,0.115,44.067,-13.000,-31.494
0.986,0.800,0.087,45.044,-22.949,-22.278
0.970,0.783,0.054,43.152,-31.006,-16.479
0.962,0.759,0.046,39.917,-33.813,-14.465
0.948,0.744,0.070,36.194,-31.494,-14.709
0.942,0.762,0.119,31.128,-28.076,-15.991
0.939,0.757,0.125,28.564,-25.024,-17.273
0.949,0.728,0.096,28.625,-22.705,-16.541
0.963,0.676,0.048,27.649,-20.569,-15.503
0.989,0.574,0.042,25.757,-16.418,-15.076
0.991,0.501,0.041,23.499,-12.573,-14.587
0.963,0.508,0.055,21.790,-8.240,-14.221
0.937,0.536,0.136,23.437,-4.883,-12.634
0.932,0.517,0.172,29.846,-7.019,-9.216
0.914,0.513,0.160,31.006,-11.597,-8.789
0.871,0.531,0.150,29.297,-10.559,-14.832
0.848,0.516,0.125,32.104,-5.737,-25.330
0.890,0.422,0.117,34.851,-0.183,-33.875
0.965,0.279,0.124,35.583,7.935,-37.292
1.012,0.160,0.136,37.598,14.038,-39.185
1.024,0.070,0.125,41.443,14.221,-42.603
0.981,0.018,0.080,40.710,11.230,-45.532
0.922,-0.037,0.038,34.851,10.132,-46.753
0.884,-0.086,0.042,27.283,11.780,-47.363
0.847,-0.089,0.018,17.944,13.733,-49.744
0.804,-0.064,0.021,6.958,14.832,-53.833
0.771,-0.058,0.046,2.319,15.076,-56.946
0.777,-0.102,0.075,3.052,11.108,-60.913
0.807,-0.096,0.149,10.742,9.033,-64.148
0.802,-0.135,0.223,18.860,6.287,-59.875
0.794,-0.272,0.214,25.085,0.671,-48.767
0.795,-0.356,0.173,27.466,1.038,-38.208
0.794,-0.441,0.140,29.419,8.667,-29.297
0.786,-0.496,0.087,27.649,17.822,-25.452
0.778,-0.513,0.053,19.165,28.503,-26.489
0.774,-0.502,0.020,8.667,38.025,-27.405
0.779,-0.474,-0.015,-0.427,42.542,-27.466
0.807,-0.429,-0.020,-6.958,43.213,-27.710
0.886,-0.435,0.011,-10.254,43.152,-26.550
0.921,-0.460,0.016,-8.545,43.030,-24.292
0.958,-0.481,0.036,-3.784,42.175,-23.010
1.036,-0.512,0.041,4.028,37.964,-22.766
1.056,-0.530,0.006,10.254,28.503,-22.095
1.017,-0.536,-0.057,13.611,17.761,-22.217
0.980,-0.568,-0.079,14.221,11.414,-21.301
0.945,-0.551,-0.085,10.437,8.362,-18.494
0.939,-0.527,-0.067,3.357,8.301,-14.526
0.942,-0.500,-0.068,-3.174,10.010,-11.169
0.944,-0.471,-0.058,-6.775,13.245,-9.033
0.970,-0.451,-0.042,-7.874,17.395,-6.775
0.999,-0.443,-0.026,-5.737,20.508,-4.089
1.024,-0.409,-0.022,-0.671,20.447,-1.831
1.062,-0.361,-0.023,6.531,16.968,0.488
1.087,-0.320,-0.032,13.672,9.583,2.991
1.091,-0.282,-0.043,17.456,0.244,4.761
1.068,-0.243,-0.064,16.174,-7.507,5.981
1.038,-0.224,-0.059,10.620,-11.169,6.104
1.047,-0.221,-0.008,4.761,-7.507,5.554
1.050,-0.187,0.014,-0.793,-2.136,2.502
1.065,-0.160,0.025,-4.211,3.113,-1.770
1.087,-0.132,0.026,-4.333,6.714,-5.188

0.942,-0.084,0.011,5.005,4.822,1.587
0.978,-0.129,-0.043,5.188,12.085,5.249
1.025,-0.150,0.070,5.249,19.287,7.385
1.081,-0.157,0.044,-2.869,18.005,9.888
1.105,-0.190,0.005,-2.441,10.498,12.085
1.117,-0.256,-0.008,1.404,3.174,13.123
1.110,-0.327,-0.029,6.958,-4.944,13.550
1.125,-0.419,-0.050,11.719,-13.123,12.634
1.086,-0.519,-0.074,15.259,-20.752,9.705
1.012,-0.615,-0.117,16.113,-23.804,5.005
0.950,-0.687,-0.101,13.367,-16.968,0.000
0.930,-0.753,-0.066,8.606,-0.916,-4.395
0.956,-0.783,-0.070,4.333,19.104,-11.353
0.990,-0.808,-0.109,1.404,33.081,-17.822
1.047,-0.852,-0.106,0.916,38.269,-19.958
1.009,-0.884,-0.174,-0.122,36.255,-19.531
0.997,-0.962,-0.051,-3.662,32.227,-15.503
0.949,-1.017,-0.169,-15.686,19.226,-3.296
0.849,-0.895,-0.158,-23.743,27.832,11.963
0.931,-0.868,-0.002,-22.522,39.001,29.846
1.089,-0.785,0.003,-18.616,35.278,43.457
1.133,-0.670,0.019,-13.062,23.193,49.011
1.143,-0.528,0.057,-3.052,6.287,49.072
1.154,-0.474,0.090,8.545,-9.766,47.852
1.109,-0.459,0.081,22.278,-22.766,44.800
1.092,-0.474,0.011,36.316,-32.776,39.856
1.113,-0.589,-0.037,46.021,-35.645,34.973
1.128,-0.541,-0.070,45.471,-33.813,28.992
1.116,-0.432,-0.055,41.077,-35.400,21.851
1.079,-0.281,0.022,37.354,-44.800,19.165
1.008,-0.130,0.126,33.813,-64.392,24.841
0.915,0.015,0.245,26.733,-89.905,38.879
0.825,0.094,0.295,14.587,-107.544,57.129
0.766,0.111,0.267,-0.366,-106.934,72.083
0.775,0.103,0.220,-16.479,-84.900,77.393
0.813,0.108,0.169,-32.471,-47.119,69.519
0.798,0.169,0.067,-45.593,-4.944,51.270
0.745,0.287,-0.029,-52.917,33.569,28.259
0.670,0.420,-0.135,-55.603,65.857,8.301
0.603,0.537,-0.228,-53.955,87.830,-1.831
0.461,0.462,-0.194,-49.805,93.811,1.221
0.535,0.853,-0.457,-49.255,79.529,11.108
0.432,0.901,-0.319,-53.223,64.331,54.138
0.441,0.848,-0.165,-67.261,40.283,105.469
0.517,0.967,-0.148,-90.881,3.113,137.695
0.484,1.189,-0.133,-113.647,-16.418,156.311
0.591,1.398,-0.056,-126.526,-13.367,152.588
0.811,1.509,0.033,-130.310,3.967,130.920
0.987,1.488,0.109,-126.038,22.095,103.333
1.123,1.414,0.158,-111.023,23.132,76.782
1.240,1.328,0.211,-89.600,8.484,57.739
1.289,1.209,0.292,-67.444,-13.977,47.485
1.294,1.061,0.336,-46.936,-42.480,42.236
1.241,0.909,0.385,-32.532,-71.350,34.851
1.138,0.851,0.418,-27.649,-92.957,22.766
1.017,0.850,0.415,-25.757,-100.281,7.202
0.889,0.841,0.392,-18.921,-91.431,-7.812
0.757,0.762,0.351,-10.986,-71.533,-19.226
0.665,0.683,0.320,-5.005,-46.204,-24.658
0.647,0.678,0.276,-2.136,-19.653,-24.414
0.703,0.730,0.219,-2.563,3.723,-20.996
0.801,0.725,0.186,0.671,23.499,-17.456
0.897,0.771,0.184,4.639,34.485,-17.273
0.937,0.802,0.100,10.010,31.921,-18.982
0.963,0.815,0.079,21.423,28.931,-19.165
1.008,0.826,0.079,36.926,25.391,-17.334
1.021,0.814,0.049,48.279,14.526,-12.207
1.019,0.758,0.037,54.382,2.258,-3.357
1.035,0.719,0.052,57.129,-6.592,3.906
1.071,0.701,0.042,53.894,-14.709,7.751
1.073,0.719,0.068,42.175,-18.555,7.385
1.036,0.783,0.118,29.053,-18.311,2.258
0.983,0.880,0.209,22.095,-12.085,-6.897
0.954,0.943,0.279,23.560,-4.395,-16.968
0.935,0.930,0.257,32.654,3.113,-20.752
0.941,0.873,0.269,46.997,12.085,-18.433
1.012,0.735,0.275,60.181,14.954,-15.076
1.043,0.674,0.112,67.810,2.075,-18.677
0.969,0.542,-0.002,73.547,0.366,-24.963
